"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01030",478.929348805639,-0.732788346754737,0.0942738444380551,-7.77297617512812,7.66631651592374e-15,8.33892628994915e-13
"AT5G16170",643.504776208546,-2.27420939015238,0.29258948546354,-7.77269691202138,7.68324318385209e-15,8.33892628994915e-13
"AT1G59950",1417.30846678936,-3.09882649044273,0.398846241518322,-7.76947647455862,7.8811178275359e-15,8.51515730681424e-13
"AT4G22070",478.46362771263,-2.68050869779575,0.3461377006317,-7.74405299654975,9.62968406745861e-15,1.03577400018862e-12
"AT5G13550",6205.69080438053,-1.83713463176745,0.237309121495488,-7.74152556880277,9.82309360162651e-15,1.05186037110988e-12
"AT1G72900",6411.14034210977,-1.67818533929278,0.217266910655732,-7.72407235978944,1.12670827360023e-14,1.20112109558112e-12
"AT4G27410",5631.99755232032,-2.8853641906559,0.373649730473361,-7.72210965333913,1.14419892228787e-14,1.21436970575207e-12
"AT1G71710",942.061962404921,0.704698260025679,0.0913072555651195,7.71787801160111,1.18282321096058e-14,1.24983249066521e-12
"AT4G29690",42.3336990159574,-4.1743097871372,0.541488323026005,-7.70895624084718,1.26850895896841e-14,1.33449367937791e-12
"AT1G60440",1236.39500474703,-0.540835581718216,0.0703016035183494,-7.69307604167312,1.43639085108027e-14,1.50450964864679e-12
"AT3G23570",5986.22592654982,-1.55877437134962,0.202714011015358,-7.68952458462045,1.4768275683405e-14,1.54013852409632e-12
"AT3G06300",1843.30694403297,-1.20361764305679,0.156626550905758,-7.68463351900663,1.53435580355301e-14,1.59320598718712e-12
"AT1G74670",473.840919274793,4.90525604872132,0.640265500198166,7.66128433783034,1.84082792649489e-14,1.90319390710804e-12
"AT4G19530",1366.06755344927,2.04286642061151,0.266672341342615,7.66058605975518,1.85086513656512e-14,1.90535841912666e-12
"AT3G25882",195.849630901064,-2.50808941076903,0.327484461282402,-7.65865165311221,1.87895276086186e-14,1.92600687700993e-12
"AT1G70985",108.094558370048,3.99780184277189,0.522094116700719,7.65724361736786,1.89966074562116e-14,1.93894734657315e-12
"AT1G11410",632.789138746541,1.2458764280221,0.162756051566132,7.65487007108834,1.93507786954885e-14,1.96672787199147e-12
"AT2G26730",2064.17956580173,0.584891768149849,0.0765078923713915,7.64485532173093,2.09180395727265e-14,2.11704682359248e-12
"AT3G44720",7576.82393646242,-1.7509334530615,0.229619131109946,-7.62538140701839,2.43313907792975e-14,2.44963755920239e-12
"AT2G28400",1035.78662227827,-2.26928892352561,0.297633741012487,-7.62443436623136,2.45106734848901e-14,2.44963755920239e-12
"AT2G42760",740.899250166757,-3.02664279022552,0.396951028476082,-7.62472590597629,2.44553445955996e-14,2.44963755920239e-12
"AT3G02230",10010.9445372619,-0.910899288754233,0.119575598873002,-7.61776898748111,2.58097671233875e-14,2.5687679428281e-12
"AT1G68620",8100.57761338041,-2.20961315549357,0.290136296179361,-7.61577639402828,2.62111109151638e-14,2.59793267112032e-12
"AT2G29320",938.660951382785,1.53614788027297,0.2017841982756,7.61282545115292,2.68167844889697e-14,2.64702630762316e-12
"AT5G17770",7807.71923687015,-0.525575057677234,0.0691058161292127,-7.60536648166522,2.840976725625e-14,2.79277326806726e-12
"AT4G29700",1103.44032178788,-2.7387989145953,0.360292236184319,-7.60160403010789,2.9248251079786e-14,2.86346347101937e-12
"AT4G15236",262.092746606664,-2.83316194266036,0.374378509395534,-7.56764042688975,3.80064237203285e-14,3.70578081038943e-12
"AT1G76640",468.128811900697,-5.00051451756573,0.661488038433667,-7.55949348593879,4.04641955094097e-14,3.92945017606762e-12
"AT1G44350",10270.1161560294,-2.27171870806183,0.300760962349589,-7.55323659797745,4.24572689229649e-14,4.10637117897676e-12
"AT1G74080",455.801817854566,-3.89471537268465,0.516040062243779,-7.54731203571704,4.44333138726903e-14,4.2631098662014e-12
"AT1G72920",1123.37089785076,-2.09050479130968,0.276986067734191,-7.5473283129743,4.44277628746977e-14,4.2631098662014e-12
"AT1G69930",2894.25964450834,-3.02243115877112,0.400685376595455,-7.54315314537338,4.58741894127051e-14,4.38381795718384e-12
"AT1G29330",1397.36274074752,-1.51071249534422,0.200402361676803,-7.5383966671042,4.75784764529056e-14,4.52864022301347e-12
"AT1G14330",2488.32590950186,-1.43943288998717,0.191224140017764,-7.52746431414702,5.17351412192979e-14,4.90481856634814e-12
"AT1G73830",329.478896756184,1.69221860522443,0.224873027075758,7.52521824084456,5.26323366583521e-14,4.97023317750879e-12
"AT1G72520",4865.14030319794,-2.15309541296432,0.286612453330205,-7.51221863511893,5.81335918932483e-14,5.46820523588805e-12
"AT4G12490",4069.96266180978,-1.77207817286256,0.236195427621469,-7.50259304639262,6.25675705183904e-14,5.86228807208638e-12
"AT1G19160",68.9670057162901,-2.07959138694634,0.277488100373054,-7.49434438504046,6.6630566849409e-14,6.21868006400749e-12
"AT4G36470",115.799272619016,1.47529153269381,0.196897906886305,7.49267250233234,6.74851445499638e-14,6.27402588052493e-12
"AT5G43580",9484.93643376115,-4.60402282209494,0.615065229555578,-7.48542203470294,7.1317585376252e-14,6.55411342082291e-12
"AT3G50840",147.660290449908,1.75859766805431,0.234932391029083,7.4855479074259,7.12492615580589e-14,6.55411342082291e-12
"AT3G50240",566.669402472953,1.45255859762086,0.194050114033719,7.48548180378014,7.12851346450042e-14,6.55411342082291e-12
"AT5G54810",72789.2983078623,-1.93988126830314,0.259425505102025,-7.47760428389737,7.56897012196072e-14,6.9293632574561e-12
"AT2G39518",2428.05603143148,-2.63140807122702,0.351936970938983,-7.47692992926064,7.6078952559105e-14,6.93851618282393e-12
"AT3G11340",5235.45756869665,-3.44759287232272,0.461507896641681,-7.47027926804785,8.00248021437706e-14,7.26585227211137e-12
"AT4G19170",1768.45260644905,3.34102883345515,0.447267319266573,7.46987023092532,8.02739453059915e-14,7.26585227211137e-12
"AT5G23570",313.046162983485,0.900655995879237,0.120613724815447,7.46727619313097,8.18718095117633e-14,7.38262113890659e-12
"AT4G35300",1523.32782014249,0.605359853734936,0.0810832625090453,7.4659039979725,8.27296492297324e-14,7.43203508024106e-12
"AT3G46700",1294.66143732509,-5.10987667395155,0.684924605101654,-7.46049512003319,8.61979482516971e-14,7.71471636852689e-12
"AT1G17970",322.943942815966,0.903252486718116,0.121108048480915,7.45823665766072,8.76880670689699e-14,7.81890697664056e-12
"AT3G21260",331.399385647799,1.85886213073686,0.24942025048597,7.45273139255954,9.1427307860924e-14,8.12213113463749e-12
"AT3G06490",1325.27254119029,-3.75027964345759,0.503736734598491,-7.44491990731387,9.70032518145529e-14,8.58568264953456e-12
"AT3G01980",2273.51834894514,-1.10411183666037,0.148382292332817,-7.44099460455752,9.99300288013606e-14,8.81221202510822e-12
"AT5G64120",18549.9218665993,-2.03568535213496,0.273768704818876,-7.43578545064806,1.03948435712543e-13,9.13299332967419e-12
"AT3G57450",3300.53153005419,-1.21422163104403,0.163492500068937,-7.42677266866702,1.11279369059919e-13,9.74141221266865e-12
"AT2G01620",1010.12957130557,0.5259535927251,0.0708553368745238,7.42292134827471,1.14564816056865e-13,9.99255155614533e-12
"AT5G65140",769.259482952968,-1.29590744508825,0.174719555235373,-7.41707156558677,1.197382549991e-13,1.04059484942334e-11
"AT5G14180",2966.47037917158,-4.08300840213924,0.550899155841433,-7.41153504928308,1.2484579257764e-13,1.08106540821923e-11
"AT4G23870",34.6397001906448,2.07222388697943,0.279619855205451,7.41086102579113,1.2548202731116e-13,1.08266615362787e-11
"AT4G04340",2536.85113981867,0.967737891362557,0.130707944048177,7.40381847797913,1.32323274094999e-13,1.13760073564253e-11
"AT5G44380",5547.04122261373,-3.07648652670336,0.415760007593344,-7.39966920943605,1.36524155856076e-13,1.16952442941566e-11
"AT5G17860",6527.68841908568,-1.1880715799368,0.160736709485925,-7.39141409412035,1.45275410734871e-13,1.24006263412335e-11
"AT5G16530",26.231581567709,4.49019919247797,0.607645399844692,7.38950577693113,1.4737556472536e-13,1.25352847358244e-11
"AT4G36950",724.79109733418,-3.70886904714828,0.5019655188685,-7.38869286382179,1.48279231864035e-13,1.2567581821522e-11
"AT2G17420",11597.298288754,-0.781460876777295,0.105783486850625,-7.38736167659874,1.49770805120751e-13,1.26493046888251e-11
"AT1G75220",13490.4476889325,-2.18009929015667,0.295283591688969,-7.38306953558404,1.54681187255864e-13,1.30181858158566e-11
"AT1G11580",11198.4737992133,-3.59441493794324,0.487114264161038,-7.37899750099485,1.59485824703017e-13,1.33756188507922e-11
"AT3G44260",1199.12379084067,-1.83406145647064,0.248580669064672,-7.37813388052907,1.60523511202255e-13,1.34157384658442e-11
"AT5G44680",734.109892770766,2.16028601359755,0.292969447772433,7.37375869744468,1.65883323180464e-13,1.38155464923841e-11
"AT3G62750",1524.86089626447,1.12811597392929,0.153129781852738,7.36705793138384,1.74434697564136e-13,1.44774763175549e-11
"AT1G63010",8237.91830105911,-1.3931627809487,0.189373118099533,-7.35670825368392,1.88500707213878e-13,1.55909584939037e-11
"AT4G17770",593.653975917857,2.2776250863206,0.309721711418121,7.35377922294194,1.92679887331171e-13,1.58818549055858e-11
"AT1G07260",505.366901271483,-2.76119497779142,0.375576956699219,-7.35187537078512,1.9544500290585e-13,1.60546021907524e-11
"AT1G19300",1111.74432508342,-1.72430132280697,0.234558924051913,-7.35125013800515,1.96361553426982e-13,1.60748403430020e-11
"AT2G30870",53872.4225200283,-1.9850747061215,0.270208283674264,-7.34646132653174,2.0352307435386e-13,1.66044369437132e-11
"AT3G52770",356.127242233565,-1.62581636436511,0.221372090952394,-7.34426981003106,2.06885412015166e-13,1.68215372630365e-11
"AT1G28480",855.393743362227,-2.93771371922665,0.40009267153497,-7.3425831769325,2.0951023640952e-13,1.69774071976984e-11
"AT3G12610",650.250485671618,2.30712938407099,0.314299374516845,7.3405471697728,2.12722384556356e-13,1.71796603231271e-11
"AT5G40350",19.9533294941855,-5.10167638001163,0.695409471522672,-7.3362192908316,2.1971192188267e-13,1.76845978465696e-11
"AT1G53450",399.144028986155,1.12486576489276,0.153381417555182,7.3337812547473,2.23748192582093e-13,1.79052300050118e-11
"AT5G57510",608.881137342863,-2.94487154981247,0.401555347989867,-7.33366287998429,2.23946010235285e-13,1.79052300050118e-11
"AT4G03410",2077.73718542031,-0.803855805671539,0.109709392382278,-7.32713752411036,2.35120519802006e-13,1.87362152424283e-11
"AT5G12330",128.625326824687,-1.83725355088791,0.250833273009702,-7.32460063548605,2.39611196392207e-13,1.90308415783559e-11
"AT3G09940",14681.3724460842,-6.60685020842471,0.902169248183164,-7.32329351918161,2.41957770719138e-13,1.90907864752278e-11
"AT2G26740",15193.101521774,-0.963665454301742,0.131582707572244,-7.32364816077868,2.41318885277421e-13,1.90907864752278e-11
"AT2G46510",2904.31589278489,-2.19949989931725,0.300588256315636,-7.31731813570134,2.52975630462853e-13,1.9894667122236e-11
"AT1G22360",9012.93872041296,-1.31033542626218,0.17910029329821,-7.31621038766484,2.55071653961185e-13,1.99939499735718e-11
"AT3G23240",470.279513342386,-2.55765469564516,0.349656155050569,-7.31477097915026,2.57820729267546e-13,2.01436091602976e-11
"AT5G23830",109.765268894373,-4.62600132586534,0.632677266224924,-7.31178686641911,2.63613017372673e-13,2.05292916711069e-11
"AT2G40610",340.036673863313,4.84444916606108,0.663561781415883,7.30067538809149,2.86326784674302e-13,2.22260008323553e-11
"AT5G65690",122.931517536668,-9.76501253791878,1.33865504945916,-7.29464438345339,2.99448947994442e-13,2.30951204713656e-11
"AT5G57900",2310.56017184607,-1.48059747720995,0.202965800750707,-7.29481258287694,2.99075100358572e-13,2.30951204713656e-11
"AT3G10260",3170.61106956719,-1.70732897451119,0.234197668766683,-7.29011942562116,3.09680390893711e-13,2.38076726153094e-11
"AT2G27420",315.04914774495,6.22718919532054,0.856120324985614,7.27373128937826,3.49691258382798e-13,2.67977460816926e-11
"AT1G15215",204.531746687235,0.818623818323679,0.112572508810989,7.27196921317763,3.54284352338448e-13,2.70632626598408e-11
"AT1G54000",1255.50151087815,-2.39129993113951,0.328909028004286,-7.27039919107463,3.58426709289482e-13,2.72927715841826e-11
"AT3G13000",806.90338182768,1.2749084911335,0.175432713070314,7.26722210938227,3.66955183722301e-13,2.78537564454529e-11
"AT2G29300",105.115873011087,2.83168767636325,0.390162586211827,7.25771198068149,3.93692718265616e-13,2.97890017044766e-11
"AT1G14700",204.475736226559,2.31531351365453,0.319240992350291,7.25255706232748,4.08975850507847e-13,3.08480966989976e-11
"AT2G42280",1044.46675042351,-0.762959808298162,0.105287860082533,-7.24641765631948,4.27939144951787e-13,3.21772674947133e-11
"AT3G44990",946.48437487047,2.64073518625041,0.364962867646652,7.23562701947832,4.63383210219053e-13,3.47334677509819e-11
"AT5G67080",4564.26826675019,-3.27329613428641,0.452430800205355,-7.23491002999946,4.65837853477156e-13,3.48086814750874e-11
"AT3G25770",30061.6690849163,-2.47934886112392,0.342745753268872,-7.23378433569956,4.69717495524512e-13,3.49895771666178e-11
"AT5G09980",125.639470546647,-4.7815490889493,0.661068882644376,-7.2330572720688,4.72240123865674e-13,3.50685808391395e-11
"AT5G44565",256.941080624255,-1.6388105328495,0.226727522184363,-7.22810586496375,4.89776880157669e-13,3.62586057020427e-11
"AT3G13062",1844.98434286247,1.00497686366055,0.139430552232255,7.20772346929042,5.6895021843738e-13,4.19902767367354e-11
"AT4G35170",44.0543332340293,-2.6480582354093,0.367452458486621,-7.20653291126564,5.73944564684035e-13,4.222893965801e-11
"AT5G48400",1610.4218681295,-3.15950878015508,0.438740379909703,-7.20131750992542,5.96335008904297e-13,4.3742175913084e-11
"AT3G01720",2507.09790747893,-1.02236057728763,0.142021638900276,-7.19862540105952,6.08225933702376e-13,4.44783757493451e-11
"AT4G39030",4118.42096728416,-3.76357784266754,0.522987860868231,-7.19630057267388,6.18681669461263e-13,4.51054666373795e-11
"AT4G25960",1663.56204851555,1.51450372032576,0.210516479746489,7.19422879457978,6.28147884337496e-13,4.5656833799149e-11
"AT2G44500",2206.65759876385,-2.10598468706371,0.2929035372327,-7.19002818115708,6.47779504357385e-13,4.6941508131469e-11
"AT1G18590",2741.07501896159,-1.31956320805957,0.183551078142656,-7.18907903681178,6.52298079581957e-13,4.71265714965447e-11
"AT5G06870",9406.3143954976,-3.08386872541265,0.429199017003464,-7.18517192081024,6.71226701524101e-13,4.8348479467739e-11
"AT2G05260",467.187274010905,-1.12538401035099,0.156736328369622,-7.18010956398741,6.96555750462479e-13,5.00227132652486e-11
"AT5G05890",70.114599290585,1.61649745593072,0.225424900106968,7.17089130421555,7.45110477398352e-13,5.3349910181722e-11
"AT3G22290",3837.74704283432,-1.13876959765002,0.158944831991729,-7.1645588181771,7.80374581110954e-13,5.5708525900379e-11
"AT5G57390",206.051923709765,-1.15561350241413,0.161316581971108,-7.16363741590497,7.85640323117867e-13,5.59180082798373e-11
"AT2G39930",794.462481210791,1.03741402640354,0.145039600390606,7.15262606632727,8.51332843133476e-13,6.04144070278094e-11
"AT2G38860",14321.181499188,-1.81256274666604,0.253572557231857,-7.14810295898346,8.79853122324061e-13,6.22541504190706e-11
"AT3G45130",1650.20400340126,-5.50055193622768,0.770051027273953,-7.14310057568536,9.12488082364913e-13,6.43733504223671e-11
"AT5G17990",16703.4022662647,-1.57502442921107,0.220579880477375,-7.14038118890274,9.30724492698654e-13,6.54673245802637e-11
"AT5G55230",1610.02258383349,0.84651470419807,0.118647639838487,7.13469484391275,9.70021181784472e-13,6.80319534101823e-11
"AT4G23100",60778.8540509053,-1.46984732842585,0.206094876874623,-7.13189648726697,9.89953149203433e-13,6.92274525854039e-11
"AT2G43150",12357.1275642199,-1.5857875643953,0.22268229112254,-7.12130073927907,1.06913218363101e-12,7.45471062691087e-11
"AT5G05140",4042.23631964282,-1.19994832182034,0.168550935926435,-7.11920295918181,1.08552962595482e-12,7.54710539366733e-11
"AT1G51760",49963.5022084811,-2.32048038274039,0.326029144797243,-7.11740167948325,1.09980619806131e-12,7.62426342968167e-11
"AT1G68130",458.026585442887,1.10847170413287,0.155882133859323,7.11096054877732,1.15238080060073e-12,7.96570774732254e-11
"AT5G41120",587.54739671272,-2.25872084473712,0.317744264057611,-7.1086124919869,1.17215339883333e-12,8.07910098402766e-11
"AT4G21840",2045.38211512394,-4.90837372736996,0.690569767741407,-7.10771591322829,1.17979084379313e-12,8.10844217169687e-11
"AT1G52140",387.334201090719,-0.674061296647951,0.0949138879929463,-7.10181945868707,1.23125012035926e-12,8.41620095209911e-11
"AT5G01250",167.936216025416,-2.45128050840896,0.345178441143622,-7.10148785737469,1.23420857115784e-12,8.41620095209911e-11
"AT3G02875",2231.13535636755,-2.65008243853325,0.373178069165516,-7.10138847242349,1.23509661266526e-12,8.41620095209911e-11
"AT1G10700",5405.21856948664,-1.63197185144554,0.230082650385825,-7.09298092971757,1.31253549969088e-12,8.91854858231885e-11
"AT5G12880",234.22077095199,-2.07393304340444,0.29272834973743,-7.08483836725999,1.39206680715711e-12,9.43223571651709e-11
"AT4G12300",2299.18308296231,-1.11490131816144,0.157543269705216,-7.07679433242412,1.47527226567518e-12,9.96785368013655e-11
"AT2G39770",10302.9802861328,-1.120740103366,0.158474004073424,-7.07207538497444,1.52633458138906e-12,1.02838936149433e-10
"AT5G27060",333.459766142013,-4.23471791696802,0.598861533352631,-7.07128055672674,1.53510414603034e-12,1.03140078562139e-10
"AT3G21230",3437.69224711829,-3.92290827109681,0.555131312825032,-7.06663122844459,1.58740056601472e-12,1.06355837922986e-10
"AT3G28930",12189.7155942421,-1.87934139548976,0.266123441619146,-7.06191601933108,1.64222233809831e-12,1.09722409475282e-10
"AT5G27380",26375.2953029097,-1.7901603884994,0.253772663533359,-7.05418922422306,1.73609995284768e-12,1.15672481858346e-10
